pattern,raw_json_replies
ABABC,"[('1534178155551936513', ""@LilyCrue @Lenniesaurus That's wonderful that you were able to appreciate that. 🥰 I'm ultra-sensitive to comments about my body because the ones I've received are rarely made out of concern but more about mocking and being sarcastic."", 'see_the_sus|68897123', '2022-06-07T14:19:10.000Z'), ('1534175836064174082', '@see_the_sus @Lenniesaurus It did look like black eyes. I am very very pale. That makes dark circles look worse and they were the worse they had ever been. I thought it was nice of them to care and just pass information to me.', 'LilyCrue|1031264466', '2022-06-07T14:09:57.000Z'), ('1534175161297121281', ""@LilyCrue @Lenniesaurus O-M-G! Now that's some seriously misplaced assumptions! I too have dark circles under my eyes which seem to be getting darker as I age."", 'see_the_sus|68897123', '2022-06-07T14:07:16.000Z'), ('1534156031210799104', ""@Lenniesaurus I am very pale. I had very dark circles under my eyes from not sleeping and allergies. I was given a pamphlet about domestic violence and emergency numbers to shelters. I wasn't in a relationship. I just didn't wear makeup to work one day..."", 'LilyCrue|1031264466', '2022-06-07T12:51:15.000Z'), ('1534148000724967425', ""Maybe she's born with it, maybe it's a chronic skin condition. 💅 https://t.co/ZK6tVh5SQs"", 'Lenniesaurus|3588898757', '2022-06-07T12:19:21.000Z')]"
ABABA,"[('1534177785706688513', '@ninalovescorpse you weren’t being sarcastic you told me you’re taking a hat and a scarf and a pair of skis', 'muchlovedwt|4496234307', '2022-06-07T14:17:42.000Z'), ('1534177058754002947', ""@muchlovedwt . you're british I thought you're supposed to understand sarcasm"", 'ninalovescorpse|1335654462917054464', '2022-06-07T14:14:49.000Z'), ('1534176811663384577', '@ninalovescorpse yes you literally did', 'muchlovedwt|4496234307', '2022-06-07T14:13:50.000Z'), ('1534176565491286016', ""@muchlovedwt I didn't SAY THAT"", 'ninalovescorpse|1335654462917054464', '2022-06-07T14:12:51.000Z'), ('1534176496025276416', 'nina just told me she’s packing extra clothes for france incase it snows. its june.', 'muchlovedwt|4496234307', '2022-06-07T14:12:34.000Z')]"
AABCCC,"[('1534177650142593026', ""@wrckgr @scientested cuz like the way the girl is presented is def to make her seem annoying but matt's expression implies he's being sarcastic too so I'm just ???????????"", 'planetsaturns|1224743386651004928', '2022-06-07T14:17:10.000Z'), ('1534177462619340802', '@wrckgr @scientested i sat here looking at it like. are they saying they hate the new miis or are they making fun of people who do and just really not coming to any conclusion at all', 'planetsaturns|1224743386651004928', '2022-06-07T14:16:25.000Z'), ('1534176540065423361', '@scientested i dont even understand what they’re saying here like r they mas it doesnt look like classic miis or mad bc its pink etc?', 'wrckgr|1290508529971924992', '2022-06-07T14:12:45.000Z'), ('1533898306841190400', 'Also comics etc like this make me want to kill https://t.co/k7KQcdPSWI', 'scientested|1297938102284177408', '2022-06-06T19:47:09.000Z'), ('1533897320722579459', 'Ppl will be like ""your interests are valid"" then they\'re 😬 when sb likes minions or has a ""bad"" art style', 'scientested|1297938102284177408', '2022-06-06T19:43:14.000Z'), ('1533897318835142657', 'hot take maybe but let ppl enjoy things', 'scientested|1297938102284177408', '2022-06-06T19:43:13.000Z')]"
,[]
ABAC,"[('1534176570708963328', ""@pri1ce1 @barstoolsports Yes! Which is why I was being sarcastic! GET OVER IT!!! It was ONE play!! I'm sure the C's are focused on tomorrow night, versus what he's doing or did!!"", 'MarlonCTaylor|414926635', '2022-06-07T14:12:52.000Z'), ('1534171448318861313', ""@MarlonCTaylor @barstoolsports Dude you're the one who understands"", 'pri1ce1|567666178', '2022-06-07T13:52:31.000Z'), ('1533825277893021696', ""@barstoolsports Jesus!!! How many times are we going to see this video today?!!!! That's TWO points!!! 2!!!!! What was the margin of victory?!!! That's what I thought!!"", 'MarlonCTaylor|414926635', '2022-06-06T14:56:58.000Z'), ('1533791254873513984', 'Draymond just playing left tackle out there.  https://t.co/eXJ8KDl2Ex', 'barstoolsports|22637974', '2022-06-06T12:41:46.000Z')]"
ABC,"[('1534174915573579776', '@Mahendra_b6 @minicnair @gokulchan You do realise he was being sarcastic right? It completely flew over your head', 'billranthambore|16427788', '2022-06-07T14:06:18.000Z'), ('1534109687565561856', ""@minicnair @gokulchan That includes Nair's like you .. Gokul is identified all UC as invaders and asking you to leave as well. Seriously do you saw  him making a distinction between UC and people like you who are leftist.."", 'Mahendra_b6|1253386192965361664', '2022-06-07T09:47:06.000Z'), ('1533984799265681408', 'Navika- So, you are saying I must go\nGokul( Mallu way)- Aa Aa Aa😂\nNavika- Where do I go!\nGokul : Wherever you like!!\n😂😂😂😂\n@gokulchan 🔥🔥🔥🔥 https://t.co/UBUFciMATr', 'minicnair|95875560', '2022-06-07T01:30:50.000Z')]"
,[]
AB,"[('1534172506394877953', '@Nancy_Crouse Maybe he/she is just pissed at Florida’s stupiditY. Anyone else had a dumb AF downstairs neighbour? (And yes I’m being sarcastic)', 'Zee0731|942799902450618368', '2022-06-07T13:56:43.000Z'), ('1534166951479631873', 'WTF?!\nCanadian teen arrested for threatening mass shooting at Florida Pride event: police https://t.co/ZR08jkOcpk', 'Nancy_Crouse|1004022175', '2022-06-07T13:34:39.000Z')]"
ABABBBAC,"[('1534171186162171910', ""@grilledcheez @patriottakes did you see how the post ended? access to guns is the issue but yes, mental health plays a factor in most shootings. I dont get how this is so hard for you to understand. Maybe you think I was being sarcastic about the access part. I wasn't."", 'oujibored|28189423', '2022-06-07T13:51:28.000Z'), ('1534166672776605697', '@oujibored @patriottakes Ya did. The shootings had nothing to do with Covid isolation especially since it was short-lived in those states. https://t.co/Xy6q05ZdiB', 'grilledcheez|3375331', '2022-06-07T13:33:32.000Z'), ('1534164346489942016', '@grilledcheez @patriottakes do you think I blamed Covid isolation for this? No.', 'oujibored|28189423', '2022-06-07T13:24:18.000Z'), ('1534163546778615808', '@oujibored @patriottakes ^^ and', 'grilledcheez|3375331', '2022-06-07T13:21:07.000Z'), ('1534163447138725888', '@oujibored @patriottakes Oh wait let me add in Sandy Hook in Parkland.', 'grilledcheez|3375331', '2022-06-07T13:20:43.000Z'), ('1534163225511591936', '@oujibored @patriottakes The what was the cause of the Virginia Tech shooting and Columbine?', 'grilledcheez|3375331', '2022-06-07T13:19:50.000Z'), ('1533925930892242944', '@patriottakes well, that could be possible. I definitely think the isolation impacted many people psychologically. however, the access to guns is the issue', 'oujibored|28189423', '2022-06-06T21:36:55.000Z'), ('1533917013227233280', 'Trump’s Secretary of Education, Betsy DeVos, suggested “the toll all of these shutdowns” played a role in the Uvalde school shooting. https://t.co/nRdlgMNpoE', 'patriottakes|978265628426432512', '2022-06-06T21:01:29.000Z')]"
ABA,"[('1534170101041315840', '@heybl0ndie i think Lewis would be perfectly fine with his fans defending him after all the shit the media put him thru and cut the crap bcs you weren’t being sarcastic', '44PURPL3|1492571233216614402', '2022-06-07T13:47:10.000Z'), ('1534158815309987840', '@Nico70mil Hi! My tweet was meant to be sarcastic and ironic although it clearly hasn’t come across that way. Stupid of me to think it would, I guess. \nA genuine question: do you think that Lewis would support you offending people in the name of defending him?', 'heybl0ndie|1066642404', '2022-06-07T13:02:19.000Z'), ('1534109090833698817', 'Maybe if you put the time you spend stalking Lewis into your shitty YouTube channel, you’d get some more views https://t.co/drfozOtXtu', '44PURPL3|1492571233216614402', '2022-06-07T09:44:44.000Z')]"
AB,"[('1534170048645935104', ""@MarcyGayle2 I think he's being sarcastic"", 'littlefox90|1466397856722714630', '2022-06-07T13:46:57.000Z'), ('1534139391764987904', 'Your laugh for the day.   Saw a comment on a post on Facebook so wanted to share to start your day with a laugh https://t.co/mdycrn0ITp', 'MarcyGayle2|1216740200648409089', '2022-06-07T11:45:08.000Z')]"
AB,"[('1534169187467243521', ""@roulinski @TheGentYYC I've never seen one smile, unless they're being sarcastic."", 'breadlymoore|312709265', '2022-06-07T13:43:32.000Z'), ('1534120671432916992', 'Why is Conservatism devoid of kindness , love and compassion?', 'roulinski|1085643505173757953', '2022-06-07T10:30:45.000Z')]"
ABC,"[('1534168411332173824', ""@NickHodge__ @spittinchiclets @EdmontonOilers hope you're being sarcastic.. otherwise you're crazy"", 'cflisthebest|324209228', '2022-06-07T13:40:27.000Z'), ('1534123575703220224', '@spittinchiclets Ah man the @EdmontonOilers had this series if it wasn’t for this call…', 'NickHodge__|2411217973', '2022-06-07T10:42:17.000Z'), ('1534012829166096384', '“Holy shit. Op sorry” https://t.co/XWVBUoRDMA', 'spittinchiclets|789600333915889668', '2022-06-07T03:22:13.000Z')]"
AA,"[('1534167027341877248', 'That or he was being sarcastic, I’ll have to rewatch the vod', 'gaygobisfunny|1272975675956146177', '2022-06-07T13:34:57.000Z'), ('1534166848215797761', 'It’s always funny when c!Dream suddenly switches up like that, it’s not the first time he’s done it. https://t.co/vdA6KI7Xc9', 'gaygobisfunny|1272975675956146177', '2022-06-07T13:34:14.000Z')]"
ABABA,"[('1534166634624978945', '@nomhoshi i was being sarcastic', 'dubadduboys|1476103751853174784', '2022-06-07T13:33:23.000Z'), ('1534165869307342848', '@dubadduboys WHat', 'nomhoshi|1428955110093189120', '2022-06-07T13:30:21.000Z'), ('1534165660799930370', '@nomhoshi give me alone', 'dubadduboys|1476103751853174784', '2022-06-07T13:29:31.000Z'), ('1534164476991311874', '@dubadduboys I like Dino', 'nomhoshi|1428955110093189120', '2022-06-07T13:24:49.000Z'), ('1534154105160990721', 'I like dinonaras guys', 'dubadduboys|1476103751853174784', '2022-06-07T12:43:36.000Z')]"
,[]
ABCAC,"[('1534165700528439298', '@Tokatoey @JezCorden Clearly he was being sarcastic', 'BrendanLorLowry|4697664860', '2022-06-07T13:29:41.000Z'), ('1534164422477881345', ""@JezCorden @BrendanLorLowry That seems counter intuitive to a gaming writer. Unless you're going it for an article."", 'Tokatoey|2217887455', '2022-06-07T13:24:36.000Z'), ('1533637006495973376', '@BrendanLorLowry I only play phone games now 😢', 'JezCorden|918978248', '2022-06-06T02:28:50.000Z'), ('1533635650620112898', '@JezCorden Just gonna play Grim Dawn till D4. Gonna write about it this week actually. Game is gold.', 'BrendanLorLowry|4697664860', '2022-06-06T02:23:27.000Z'), ('1533629170210816001', ""Diablo Immortal is manipulative and sneaky with its monetization.\n\nIt comes in layers that are hidden to new players, and gradually ramps up in intensity the more you play.\n\nI've still not felt like I had to pay for anything to progress, but I am curious if that'll change soon."", 'JezCorden|918978248', '2022-06-06T01:57:42.000Z')]"
,[]
ABAC,"[('1534164245587574785', ""@AlambayMarife @strawberrryhoe stop... they said they're just being sarcastic  🥺🥺"", 'thhoepa|1491766063222378499', '2022-06-07T13:23:54.000Z'), ('1534101821765332992', '@petohha @strawberrryhoe fr😭😭', 'AlambayMarife|1315502284160204801', '2022-06-07T09:15:51.000Z'), ('1534040319247122432', '@strawberrryhoe kakampinks are so funny they think that everything is related to leni 😭', 'thhoepa|1491766063222378499', '2022-06-07T05:11:27.000Z'), ('1534008530801373184', 'yasss she said Let Leni Lead. too late but thanks queen 😍🌺 https://t.co/mxeattTqQo', 'strawberrryhoe|832504699806838786', '2022-06-07T03:05:08.000Z')]"
,[]
,[]
ABCBD,"[('1534162662761934848', '@R2d700 @Gjeaneman @PrisonPlanet Not sure if you are being sarcastic or honest 🤔', 'OrbitalFrame7|564097683', '2022-06-07T13:17:36.000Z'), ('1534162149915893760', '@Gjeaneman @PrisonPlanet Sweden is not europe\nMore the middle east', 'R2d700|1472234911641784327', '2022-06-07T13:15:34.000Z'), ('1534161755378798593', '@R2d700 @PrisonPlanet Sweden literally has like the 3rd most expensive gas', 'Gjeaneman|862640664340779009', '2022-06-07T13:14:00.000Z'), ('1534161208386936833', '@PrisonPlanet Gas almost 3 times cheaper in europe', 'R2d700|1472234911641784327', '2022-06-07T13:11:50.000Z'), ('1534158095009697792', 'Responding to questions about record high gas prices Monday, White House press secretary Karine Jean-Pierre completely copped out by saying that Americans aren’t as bad off as people in Europe where prices are higher.\n\nhttps://t.co/72FZMCszCo', 'PrisonPlanet|18643437', '2022-06-07T12:59:27.000Z')]"
AB,"[('1534162208338464768', '@Fuufi_Vtuber glad to hear that, and i certainly do hope, that you are not being sarcastic right now xd', '_tectanic|1414848334871810051', '2022-06-07T13:15:48.000Z'), ('1534160794572804096', 'fuck i love being alive right now', 'Fuufi_Vtuber|1474218076648488967', '2022-06-07T13:10:11.000Z')]"
,[]
ABCD,"[('1534157442661199872', ""@MikeBTheNurse @MikeyG_NY @MaudMaron This makes it sound like you are glad this person gave birth to a stillborn because of their gender identity. \n\nWere you being sarcastic? It's difficult to tell in writing."", 'AhMidwestHippie|1459739270286090240', '2022-06-07T12:56:52.000Z'), ('1533964314549358594', '@MikeyG_NY @MaudMaron Not as important as you would think.\n\n""He was rightly classified as a man"" in the medical records and appears masculine, Stroumsa said\n\nhttps://t.co/OCaBgUdROH', 'MikeBTheNurse|1504571386320363525', '2022-06-07T00:09:26.000Z'), ('1533927643925598209', '@MaudMaron Seems kind of important that medical facilities should know the actual sex of a person.', 'MikeyG_NY|1153458478071058434', '2022-06-06T21:43:43.000Z'), ('1533926511841054721', 'Today I filled out a medical form for my daughter which asked for her gender identity. I crossed it out and wrote: “Sex: female” This was in a hospital. \n\nWhat the hell is gender identity? It’s all made up nonsense. And we should stop pretending it’s real.', 'MaudMaron|109608297', '2022-06-06T21:39:14.000Z')]"
